text,annotation,spans,tag,properties.intentional,properties.iterative,properties.mental,properties.persistent,properties.representation_type,properties.unpredictable,properties.irreversible,properties.non_event_type
Effi Briest,Wahrscheinlich auch der Gieshübler'sche,"[[291480, 291519]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Denn mit der Wegkenntnis Mirambo's stehe es wahrscheinlich noch schlechter als mit der des sommersprossigen Treptower Ulanen,"[[291521, 291555], [291650, 291739]]",non_event,,,,,['character_speech'],,,['subjunctive_sentence']
Effi Briest,dem sich unerklärlicherweise Freund Alonzo anvertrauen wolle,"[[291557, 291599], [291631, 291648]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,der doch sonst so vorsichtig,"[[291601, 291629]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Innstetten war mit Lindequist's Vorschlage durchaus einverstanden,"[[291741, 291751], [291799, 291853]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,den diese  kleinen Verlegenheiten erheiterten,"[[291753, 291797]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,und ordnete die Sache dahin,"[[291854, 291881]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,daß er pünktlich um zwei Uhr über den Marktplatz fahren,"[[291883, 291938]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,und ohne alles Säumen die Führung des Zuges in die Hand nehmen werde,"[[291939, 292007]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,Nach diesem Übereinkommen wurde denn auch verfahren,"[[292010, 292061]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und als Innstetten punkt zwei Uhr den Marktplatz passierte,"[[292063, 292121]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,grüßte Crampas zunächst von seinem Schlitten aus zu Effi hinüber,"[[292123, 292187]]",process,['yes'],['no'],['no'],[2],['narrator_speech'],[1],,
Effi Briest,und schloß sich dann dem Innstetten'schen an,"[[292188, 292232]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Der Pastor saß neben ihm,"[[292234, 292258]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,"Gieshübler's Schlitten, mit Gieshübler selbst und Doktor Hannemann, folgte","[[292260, 292334]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,jener in einem eleganten Büffelrock mit Marderbesatz,"[[292336, 292388]]",non_event,,,,,['narrator_speech'],,,['ellipsis']
Effi Briest,dieser in einem  Bärenpelz,"[[292390, 292415]]",non_event,,,,,['narrator_speech'],,,['ellipsis']
Effi Briest,dem man ansah,"[[292417, 292430]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,daß er wenigstens dreißig Dienstjahre zählte,"[[292432, 292476]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,Hannemann war nämlich in seiner Jugend Schiffschirurgus auf einem Grönlandfahrer gewesen,"[[292478, 292566]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Mirambo saß vorn,"[[292568, 292584]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,etwas aufgeregt wegen Unkenntnis im Kutschieren,"[[292586, 292633]]",non_event,,,,,['narrator_speech'],,,['ellipsis']
Effi Briest,ganz wie Lindequist vermutet hatte,"[[292635, 292669]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,Schon nach zwei Minuten war man an Utpatel's Mühle vorbei,"[[292672, 292729]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,"Zwischen Kessin und Uvagla lag ein nur etwa tausend Schritt breiter, aber wohl anderthalb Meilen langer Waldstreifen","[[292732, 292758], [292807, 292896]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,"wo, der Sage nach, ein Wendentempel gestanden","[[292760, 292805]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,"der an seiner rechten Längsseite das Meer, an seiner linken, bis weit an den Horizont hin, ein großes, überaus fruchtbares und gut angebautes Stück Land  hatte","[[292898, 293056]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,"Hier, an der Binnenseite, flogen jetzt die drei Schlitten  hin, in einiger Entfernung ein paar alte Kutschwagen vor sich","[[293058, 293177]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"in denen, aller Wahrscheinlichkeit nach, andere nach der Oberförsterei hin eingeladene Gäste saßen","[[293179, 293277]]",non_event,,,,,['narrator_speech'],,,['modalised_statement']
Effi Briest,Einer dieser Wagen war an seinen altmodisch hohen Rädern deutlich zu erkennen,"[[293279, 293356]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,es war der Papenhagen'sche,"[[293358, 293384]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,Natürlich,"[[293386, 293395]]",non_event,,,,,['narrator_speech'],,,['ellipsis']
Effi Briest,Güldenklee galt als der beste Redner des Kreises,"[[293397, 293445]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,noch besser als Borcke,"[[293447, 293469]]",non_event,,,,,['narrator_speech'],,,['ellipsis']
Effi Briest,ja selbst besser als Grasenabb,"[[293471, 293501]]",non_event,,,,,['narrator_speech'],,,['ellipsis']
Effi Briest,und durfte bei Festlichkeiten nicht leicht fehlen,"[[293503, 293552]]",non_event,,,,,['narrator_speech'],,,"['modalised_statement', 'negation']"
Effi Briest,Die Fahrt ging rasch,"[[293555, 293575]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,auch die herrschaftlichen Kutscher strengten sich an,"[[293578, 293630]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und wollten sich nicht überholen lassen,"[[293631, 293670]]",non_event,,,,,['narrator_speech'],,,['negation']
Effi Briest,so daß man schon um drei vor der Oberförsterei hielt,"[[293673, 293725]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"Ring, ein stattlicher, militärisch dreinschauender Herr von Mitte fünfzig stand in der Thür","[[293727, 293800], [293937, 293954]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[2],,
Effi Briest,der den ersten Feldzug in Schleswig noch unter Wrangel und Bonin mitgemacht,"[[293802, 293877]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und sich bei Erstürmung des Danewerks ausgezeichnet hatte,"[[293878, 293935]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und empfing seine Gäste,"[[293955, 293978]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,die zunächst vor einem langgedeckten Kaffeetische Platz nahmen,"[[293980, 293983], [294046, 294104]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,nachdem sie abgelegt,"[[293985, 294005]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und die Frau des Hauses begrüßt hatten,"[[294006, 294044]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,auf dem kunstvoll aufgeschichtete Kuchenpyramiden standen,"[[294106, 294163]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,"Die Oberförsterin, eine von Natur sehr ängstliche, zum mindesten aber sehr befangene Frau, zeigte sich auch als Wirtin so","[[294165, 294286]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,was den überaus eitlen Oberförster ganz augenscheinlich verdroß,"[[294288, 294322], [294366, 294394]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,der für Sicherheit und Schneidigkeit war,"[[294324, 294364]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,Zum Glück kam sein Unmut zu keinem Ausbruch,"[[294396, 294439]]",non_event,,,,,['narrator_speech'],,,['negation']
Effi Briest,denn von dem hatten seine Töchter desto mehr,"[[294441, 294453], [294486, 294517]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,was seine Frau vermissen ließ,"[[294455, 294484]]",non_event,,,,,['narrator_speech'],,,['negation']
Effi Briest,bildhübsche Backfische von vierzehn und dreizehn,"[[294519, 294567]]",non_event,,,,,['narrator_speech'],,,['ellipsis']
Effi Briest,die ganz nach dem Vater schlugen,"[[294569, 294601]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,"Besonders die ältere, Cora, kokettierte sofort mit Innstetten und  Crampas","[[294603, 294676]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und beide gingen auch darauf ein,"[[294678, 294710]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[2],,
Effi Briest,Effi ärgerte sich darüber,"[[294712, 294737]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,und schämte sich dann wieder,"[[294738, 294766]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,daß sie sich geärgert habe,"[[294768, 294794]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,Sie saß neben Sidonie von Grasenabb,"[[294796, 294831]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,und sagte,"[[294832, 294841]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Sonderbar,"[[294844, 294853]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,so bin ich auch gewesen,"[[294855, 294878]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,als ich vierzehn war,"[[294880, 294900]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Effi rechnete darauf,"[[294904, 294924]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,daß Sidonie dies bestreiten,"[[294926, 294953]]",non_event,,,,,['narrator_speech'],,,['subjunctive_sentence']
Effi Briest,oder doch wenigstens Einschränkungen machen würde,"[[294954, 295003]]",non_event,,,,,['narrator_speech'],,,['subjunctive_sentence']
Effi Briest,Statt dessen sagte diese,"[[295005, 295029]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Das kann ich mir denken,"[[295032, 295055]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,Und wie der Vater sie verzieht,"[[295060, 295090]]",process,['yes'],['no'],['no'],[1],['character_speech'],[2],,
Effi Briest,"fuhr Effi halb verlegen, und nur, um doch 'was zu sagen, fort","[[295093, 295154]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[2],,
Effi Briest,Sidonie nickte,"[[295157, 295171]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Da liegt es,"[[295174, 295185]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Keine Zucht,"[[295187, 295198]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Das ist die Signatur unserer Zeit,"[[295200, 295233]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Effi brach nun ab,"[[295237, 295254]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Der Kaffee war bald genommen,"[[295257, 295285]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"und man stand auf, um noch einen halbstündigen Spaziergang in den umliegenden Wald zu machen","[[295287, 295379]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,zunächst auf ein Gehege zu,"[[295381, 295407]]",non_event,,,,,['narrator_speech'],,,['ellipsis']
Effi Briest,drin Wild eingezäunt war,"[[295409, 295433]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,Cora öffnete das Gatter,"[[295435, 295458]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"und kaum, daß sie eingetreten","[[295460, 295489]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,so kamen auch schon die Rehe auf sie zu,"[[295491, 295530]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Es war eigentlich reizend,"[[295532, 295557]]",stative_event,,,['yes'],,"['narrator_speech', 'thought_representation']",[1],,
Effi Briest,ganz wie ein Märchen,"[[295559, 295579]]",stative_event,,,['no'],,"['narrator_speech', 'thought_representation']",[1],,
Effi Briest,Aber die Eitelkeit des jungen Dinges ließ doch einen reinen Eindruck nicht aufkommen,"[[295581, 295617], [295670, 295717]]",non_event,,,,,"['narrator_speech', 'thought_representation']",,,['negation']
Effi Briest,"das sich bewußt war, ein lebendes Bild zu stellen","[[295619, 295668]]",stative_event,,,['yes'],,"['narrator_speech', 'thought_representation']",[1],,
Effi Briest,am wenigsten bei Effi,"[[295719, 295740]]",non_event,,,,,"['narrator_speech', 'thought_representation']",,,['ellipsis']
Effi Briest,"Nein, so bin ich doch nicht gewesen","[[295743, 295748], [295777, 295806]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,sagte sie zu sich selber,"[[295750, 295774]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Vielleicht hat es mir auch an Zucht gefehlt,"[[295808, 295851]]",non_event,,,,,['character_speech'],,,"['modalised_statement', 'negation']"
Effi Briest,wie diese furchtbare Sidonie mir eben andeutete,"[[295853, 295900]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,vielleicht auch anderes noch,"[[295902, 295930]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,Man war zu Haus zu gütig gegen mich,"[[295932, 295967]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,man liebte mich zu sehr,"[[295969, 295992]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Aber das darf ich doch wohl sagen,"[[295994, 296027]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,ich habe mich nie geziert,"[[296029, 296054]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Das war immer Hulda's Sache,"[[296056, 296083]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Darum gefiel sie mir auch nicht,"[[296085, 296116]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,als ich diesen Sommer sie wieder sah,"[[296118, 296154]]",process,['yes'],['yes'],['yes'],[1],['character_speech'],[1],,
Effi Briest,Auf dem Rückwege vom Walde nach der Oberförstern begann es zu  schneien,"[[296158, 296228]]",process,['no'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Crampas gesellte sich zu Effi,"[[296230, 296259]]",process,['yes'],['no'],['no'],[2],['narrator_speech'],[2],,
Effi Briest,und sprach ihr sein Bedauern aus,"[[296260, 296292]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[2],,
Effi Briest,"daß er noch nicht Gelegenheit gehabt habe, sie zu begrüßen","[[296294, 296352]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,"Zugleich wies er auf die großen, schweren Schneeflocken","[[296354, 296409]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,die fielen,"[[296411, 296421]]",process,['no'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und sagte,"[[296423, 296432]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Wenn das so weiter geht,"[[296435, 296458]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,so schneien wir hier ein,"[[296460, 296484]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,Das wäre nicht das Schlimmste,"[[296489, 296518]]",non_event,,,,,['character_speech'],,,"['modalised_statement', 'negation']"
Effi Briest,Mit dem Eingeschneitwerden verbinde ich von langer Zeit her eine freundliche Vorstellung,"[[296520, 296608]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,eine Vorstellung von Schutz und Beistand,"[[296610, 296650]]",stative_event,,,['yes'],,['character_speech'],[2],,
Effi Briest,"Das ist mir neu, meine gnädigste Frau","[[296655, 296692]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,"Ja, mit den Vorstellungen ist es ein eigen Ding","[[296697, 296700], [296743, 296786]]",non_event,,,,,['character_speech'],,,['generic_sentence']
Effi Briest,fuhr Effi fort,"[[296702, 296716]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und versuchte zu lachen,"[[296717, 296740]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,man macht sie sich nicht bloß nach dem,"[[296788, 296826]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,was man persönlich erfahren hat,"[[296828, 296859]]",non_event,,,,,['character_speech'],,,['generic_sentence']
Effi Briest,auch nach dem,"[[296861, 296874]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,was man irgendwo gehört,"[[296876, 296899]]",non_event,,,,,['character_speech'],,,['generic_sentence']
Effi Briest,oder ganz zufällig weiß,"[[296900, 296923]]",non_event,,,,,['character_speech'],,,['generic_sentence']
Effi Briest,"Sie sind so belesen, Major","[[296925, 296951]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,"aber mit einem Gedichte — freilich keinem Heine'schen, keinem ‚Seegespenst‘ und keinem ,Vitzliputzli‘ — bin  ich Ihnen doch voraus","[[296953, 297070], [297089, 297100]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,wie mir scheint,"[[297072, 297087]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Dies Gedicht heißt die ‚Gottesmauer,"[[297102, 297137]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,"und ich hab' es bei unserm Hohen-Cremmner Pastor vor vielen, vielen Jahren auswendig gelernt","[[297140, 297214], [297245, 297262]]",process,['yes'],['no'],['yes'],[1],['character_speech'],[1],,
Effi Briest,als ich noch ganz klein war,"[[297216, 297243]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Gottesmauer,"[[297267, 297278]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,wiederholte Crampas,"[[297281, 297300]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Ein hübscher Titel,"[[297303, 297321]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,und wie verhält es sich damit,"[[297323, 297352]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Eine kleine Geschichte,"[[297357, 297379]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,nur ganz kurz,"[[297381, 297394]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Da war irgendwo Krieg,"[[297396, 297417]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,ein Winterfeldzug,"[[297419, 297436]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,und eine alte Witwe betete zu Gott,"[[297438, 297457], [297502, 297516]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,die sich vor dem Feinde mächtig fürchtete,"[[297459, 297500]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,"er möge doch ,eine Mauer um sie bauen‘, um sie vor dem Landesfeinde zu schützen","[[297518, 297597]]",non_event,,,,,['character_speech'],,,['request']
Effi Briest,Und da ließ Gott das Haus einschneien,"[[297599, 297636]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,und der Feind zog daran vorüber,"[[297638, 297669]]",process,['no'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,Crampas war sichtlich betroffen,"[[297673, 297704]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,und wechselte das Gespräch,"[[297705, 297731]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Als es dunkelte,"[[297734, 297749]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,waren alle wieder in der Oberförsterei zurück,"[[297751, 297796]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,Gleich nach sieben ging man zu Tisch,"[[297821, 297857]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und alles freute sich,"[[297859, 297880]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,"daß der Weihnachtsbaum, eine mit zahllosen Silberkugeln bedeckte Tanne, noch einmal angesteckt wurde","[[297882, 297982]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Crampas war helle Bewunderung,"[[297984, 297991], [298035, 298056]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,der das Ring'sche Haus noch nicht kannte,"[[297993, 298033]]",non_event,,,,,['narrator_speech'],,,['negation']
Effi Briest,"Der Damast, die Weinkühler, das reiche Silbergeschirr, alles wirkte herrschaftlich, weit über oberförsterliche Durchschnittsverhältnisse hinaus","[[298058, 298201]]",stative_event,,,['no'],,['narrator_speech'],[2],,
Effi Briest,was darin seinen Grund hatte,"[[298203, 298231]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,daß Ring's Frau aus einem reichen Danziger  Kornhändlerhause stammte,"[[298233, 298248], [298281, 298332]]",stative_event,,,['no'],,['narrator_speech'],[2],,
Effi Briest,so scheu und verlegen sie war,"[[298250, 298279]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,"Von da her  rührten auch die meisten der rings umher hängenden Bilder: der Kornhändler und seine Frau, der Marienburger Remter und eine gute Kopie nach dem berühmten Memling'schen Altarbilde in der Danziger Marienkirche","[[298334, 298552]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,Kloster Oliva war zweimal da,"[[298554, 298582]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,einmal in Öl und einmal in Kork geschnitzt,"[[298584, 298626]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,Außerdem befand sich über dem Büffet ein sehr nachgedunkeltes Porträt des alten Nettelbeck,"[[298628, 298718]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,das noch aus dem bescheidenen Mobiliar des erst vor anderthalb Jahren verstorbenen Ring'schen Amtsvorgängers herrührte,"[[298720, 298838]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,"Niemand hatte damals, bei der wie gewöhnlich stattfindenden Auktion, das Bild des Alten haben wollen","[[298840, 298940]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,bis Innstetten darauf geboten hatte,"[[298942, 298956], [298998, 299018]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,der sich  über diese Mißachtung ärgerte,"[[298958, 298996]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,Da hatte  sich denn auch Ring patriotisch besonnen,"[[299020, 299069]]",change_of_state,['no'],['no'],['yes'],[1],['narrator_speech'],[1],['no'],
Effi Briest,und der alte Colbergverteidiger war der Oberförsterei verblieben,"[[299071, 299135]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,Das Nettelbeck-Bild ließ ziemlich viel zu wünschen übrig,"[[299138, 299194]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,sonst aber verriet alles eine beinahe an Glanz streifende Wohlhabenheit,"[[299196, 299220], [299244, 299290]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,wie schon angedeutet,"[[299222, 299242]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und dem entsprach denn auch das Mahl,"[[299292, 299328]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,das aufgetragen wurde,"[[299330, 299351]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"Jeder  hatte mehr oder weniger seine Freude daran, mit Ausnahme Sidoniens","[[299353, 299425]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,Diese saß zwischen Innstetten und Lindequist,"[[299427, 299471]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und sagte,"[[299472, 299481]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,als sie Cora's ansichtig wurde,"[[299483, 299513]]",process,['no'],['no'],['yes'],[1],['narrator_speech'],[1],,
Effi Briest,"Da ist ja wieder dies unausstehliche Balg, diese Cora","[[299516, 299569]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,"Sehen Sie nur, Innstetten","[[299571, 299596]]",non_event,,,,,['character_speech'],,,['imperative_sentence']
Effi Briest,wie sie die kleinen Weingläser präsentiert,"[[299598, 299640]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,ein  wahres Kunststück,"[[299642, 299663]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,sie  könnte jeden Augenblick Kellnerin werden,"[[299665, 299709]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,Ganz unerträglich,"[[299711, 299728]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Und dazu die Blicke von Ihrem Freunde Crampas,"[[299730, 299775]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Das ist so die rechte Saat,"[[299777, 299803]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Ich frage Sie,"[[299805, 299818]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,was soll dabei herauskommen,"[[299820, 299847]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Innstetten fand trotzdem den Ton so verletzend herbe,"[[299851, 299861], [299893, 299914], [299947, 299966]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,der ihr eigentlich zustimmte,"[[299863, 299891]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,in dem das alles gesagt wurde,"[[299916, 299945]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,daß er spöttisch bemerkte,"[[299968, 299993]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[2],,
Effi Briest,"Ja, meine Gnädigste","[[299996, 300015]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,was dabei herauskommen soll,"[[300017, 300044]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Ich weiß es auch nicht,"[[300046, 300068]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,worauf sich Sidonie von ihm ab-,"[[300072, 300103]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und ihrem Nachbar zur Linken zuwandte,"[[300104, 300141]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"Sagen Sie, Pastor","[[300145, 300162]]",non_event,,,,,['character_speech'],,,['imperative_sentence']
Effi Briest,ist diese  vierzehnjährige Kokette schon im Unterricht bei Ihnen,"[[300164, 300227]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,"Ja, mein gnädigstes Fräulein","[[300232, 300260]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Dann müssen Sie mir die Bemerkung verzeihen,"[[300265, 300308]]",non_event,,,,,['character_speech'],,,['imperative_sentence']
Effi Briest,daß Sie sie nicht in die richtige Schule  genommen haben,"[[300310, 300365]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Ich weiß wohl,"[[300367, 300380]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,es hält das heutzutage sehr schwer,"[[300382, 300416]]",process,['no'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,aber ich weiß auch,"[[300418, 300436]]",stative_event,,,['yes'],,['character_speech'],[1],,
